Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
0,0,24,1,0,554,2,5,2,1,3,2,3,3,3,2,5,3,4,3,0
1,0,30,1,2,235,4,4,4,4,1,4,1,1,4,5,5,3,4,1,1
1,1,47,1,1,965,4,5,5,5,3,5,2,4,4,4,4,5,4,2,1
0,1,52,1,1,925,3,5,5,5,2,3,2,2,1,2,3,2,3,2,0
0,1,47,1,2,1919,3,3,3,3,5,5,4,5,5,5,5,3,5,5,1
1,0,25,1,0,1208,3,2,2,3,5,2,5,5,2,3,1,4,3,5,0
0,1,25,0,0,177,3,5,3,3,5,3,5,5,3,4,5,4,5,5,0
0,1,36,1,2,1080,3,3,3,3,1,1,5,2,2,2,2,5,2,1,1
0,0,30,1,2,926,2,2,2,3,4,2,2,4,2,3,3,2,4,4,0
0,0,23,1,0,1028,2,2,2,4,1,2,1,1,4,1,4,2,5,1,0
0,1,40,0,0,964,2,4,2,1,4,2,4,4,3,4,4,3,5,4,0
0,1,31,1,2,1147,2,2,2,2,5,5,5,5,5,2,5,4,4,5,1
0,1,24,0,2,818,2,5,2,1,3,2,3,3,3,5,3,4,5,3,0
0,1,44,1,2,2157,1,1,1,1,3,1,2,5,5,5,5,5,5,3,1
1,0,36,1,2,473,3,3,3,4,4,3,4,4,5,5,5,4,4,4,0
1,1,44,1,2,1915,2,2,2,2,2,4,5,5,5,5,5,5,5,4,1
1,1,45,0,0,223,3,3,3,1,3,5,5,5,5,3,2,3,5,4,0
0,0,23,1,2,594,4,4,4,2,2,4,2,2,3,2,5,3,4,2,1
1,0,39,1,2,177,1,1,1,4,1,1,1,1,4,1,2,5,3,1,0
1,0,25,1,2,297,5,4,5,3,4,5,4,4,3,5,5,3,5,4,1
1,1,24,1,0,577,4,5,5,5,4,5,4,4,4,4,3,3,3,4,1
0,1,33,1,2,2454,5,5,5,5,4,4,4,4,4,3,5,5,5,4,1
1,1,57,1,2,925,5,5,5,5,4,5,5,4,4,4,4,5,4,3,1
1,1,54,1,2,1440,3,3,3,3,3,4,5,5,5,5,5,3,5,4,1
1,1,41,1,2,3459,1,4,2,4,2,4,3,1,1,1,1,4,1,3,0
1,0,25,1,2,867,0,5,0,2,1,0,1,1,4,4,4,5,4,1,1
1,0,28,1,2,674,4,4,4,3,1,4,1,1,5,5,5,3,5,1,1
1,1,43,0,0,393,1,4,1,3,5,5,5,3,3,1,3,5,3,5,0
1,1,50,1,2,2940,4,4,4,4,4,4,4,2,2,2,2,5,2,5,1
1,1,43,1,0,145,2,1,1,1,3,1,5,2,2,2,2,3,2,4,1
0,1,50,0,0,2402,3,2,3,3,5,3,5,5,2,2,4,2,3,5,0
1,0,13,1,0,669,4,2,4,4,2,4,2,2,1,4,3,3,3,2,0
1,1,49,0,0,308,2,5,2,2,2,5,5,3,3,2,3,4,3,3,0
0,1,24,1,0,812,1,4,4,4,1,1,4,1,1,5,4,3,4,1,0
1,1,43,0,2,1024,3,5,3,2,2,3,4,2,2,3,2,4,2,2,0
1,1,26,0,0,918,3,4,4,1,5,4,5,5,3,5,5,3,4,5,0
0,1,39,0,0,460,4,5,4,5,5,4,3,5,5,2,5,5,1,5,0
1,1,49,0,1,2419,1,1,0,2,0,4,4,1,1,3,3,4,4,4,0
1,1,18,0,1,431,3,5,3,1,2,3,4,2,3,2,4,5,5,2,0
1,1,29,1,2,1487,1,1,1,1,5,5,5,5,3,4,5,4,4,5,1
1,1,51,1,2,1964,1,4,4,4,4,3,3,1,1,1,1,4,1,1,0
1,1,41,1,2,2248,5,5,5,5,3,4,5,4,4,4,4,4,4,5,1
1,1,39,1,2,2182,5,5,5,5,3,4,4,5,5,5,5,3,5,5,1
0,1,48,1,0,472,5,3,3,3,5,5,5,5,1,4,4,5,3,5,1
1,1,7,0,0,895,3,4,3,3,3,3,3,3,1,1,4,2,3,3,0
1,1,17,0,0,972,1,4,1,3,3,1,3,3,5,4,5,3,5,3,0
1,1,42,1,0,580,1,3,3,3,2,3,3,1,1,1,1,3,1,2,0
1,1,39,1,2,399,5,5,5,5,3,4,5,4,4,4,4,2,4,1,1
1,1,21,0,0,1249,3,4,3,5,4,3,4,4,4,5,4,4,5,4,0
0,1,36,1,2,770,4,4,4,4,4,5,5,4,4,4,4,5,4,4,1
1,1,51,1,2,2437,3,3,3,3,3,5,5,5,5,5,5,4,5,4,1
0,1,43,0,0,1733,1,4,2,4,4,2,4,4,4,4,5,3,5,4,0
1,1,18,0,0,936,2,4,2,3,5,2,5,5,4,4,4,3,4,5,0
0,1,44,1,1,515,1,5,5,5,1,1,1,1,2,4,2,4,1,1,0
0,1,43,0,0,363,1,5,1,5,2,1,2,2,5,3,4,3,4,2,0
0,0,29,1,0,500,2,3,2,4,1,2,1,1,2,3,4,4,4,1,0
1,1,14,0,0,77,3,4,0,4,5,0,5,5,5,3,4,4,5,5,0
0,1,51,1,2,991,1,1,1,1,2,5,4,4,4,4,4,3,4,4,1
1,1,65,1,2,453,1,5,5,5,3,4,3,1,1,1,1,3,1,4,0
1,0,25,1,0,1276,3,3,3,2,2,3,2,2,4,1,2,3,3,2,0
1,1,15,0,0,641,3,5,3,3,2,3,2,2,5,3,5,4,5,2,0
0,1,49,1,2,2590,1,1,1,1,2,5,5,4,4,4,4,5,4,5,1
0,1,26,0,0,108,3,4,3,5,3,3,3,3,5,5,4,4,4,3,0
0,1,21,0,0,717,2,5,2,3,1,2,1,1,4,3,3,2,1,1,0
1,1,55,1,2,2164,3,3,3,3,5,5,4,4,4,4,4,5,4,3,1
0,0,34,1,0,1305,3,3,3,3,3,5,5,1,1,2,3,5,1,5,0
1,1,40,1,2,2521,5,5,5,5,3,4,4,4,4,4,4,3,4,5,1
0,1,36,0,0,1127,3,5,3,4,4,3,4,4,4,2,4,3,5,4,0
1,1,25,1,0,967,0,5,0,3,2,0,5,2,5,2,2,3,3,2,1
0,1,42,1,2,2597,1,1,1,1,4,4,1,4,4,4,4,5,4,3,1
1,1,45,1,2,3485,2,2,2,2,5,4,4,4,4,4,4,3,4,4,1
0,1,45,1,2,1452,5,4,5,5,5,5,5,5,5,5,5,5,5,3,1
1,1,25,0,0,414,1,4,1,4,5,1,5,5,1,1,1,3,4,5,0
0,0,22,1,0,1249,4,4,4,4,2,4,2,2,5,1,5,4,5,2,1
0,0,30,1,2,628,2,2,2,4,5,2,5,5,2,3,3,4,3,5,0
1,1,9,0,0,1246,0,4,0,1,5,0,5,5,4,3,4,4,4,5,1
0,0,26,1,2,1013,1,1,1,1,4,1,4,4,4,3,5,5,4,4,0
0,1,54,0,0,270,2,4,2,1,4,2,4,4,5,4,5,3,5,4,0
1,1,42,1,2,896,3,3,3,3,3,3,4,5,5,5,5,4,5,2,1
0,1,37,1,2,1491,3,4,4,4,5,4,4,3,3,3,3,2,3,2,0
1,1,8,0,0,1009,2,5,2,1,5,2,5,5,3,2,3,3,4,5,0
0,1,8,0,0,366,2,4,2,3,3,2,3,3,1,4,3,4,3,3,0
0,1,39,1,2,845,3,3,1,3,5,4,4,4,4,4,4,5,4,5,1
1,1,51,1,2,1197,5,5,5,5,3,4,5,5,5,5,5,3,5,3,1
0,0,27,1,2,802,3,3,3,1,4,3,4,4,4,5,4,4,5,4,0
1,1,53,1,2,957,1,1,5,1,3,5,5,4,4,4,4,3,4,3,1
0,1,21,0,0,1670,1,0,1,5,5,1,5,5,3,3,4,5,5,5,0
0,1,15,0,0,696,4,5,4,2,4,4,4,4,4,3,4,4,5,4,0
0,1,58,1,0,934,3,3,5,3,3,3,3,3,1,3,4,2,1,3,1
1,1,18,1,2,802,4,4,4,4,4,4,4,4,5,2,5,5,4,4,1
1,1,52,0,1,794,3,4,3,5,2,4,5,2,2,3,2,3,2,4,0
0,1,40,1,2,1256,4,4,4,4,2,5,5,4,4,4,4,3,4,5,1
1,1,22,0,1,1635,1,1,1,4,2,1,2,2,4,1,2,2,3,2,0
1,1,52,0,1,588,3,5,3,3,2,5,5,2,2,3,2,3,2,3,0
0,0,27,1,0,789,5,5,5,3,4,5,4,4,5,1,1,2,1,4,1
0,1,39,1,2,446,5,5,5,5,5,5,4,4,4,4,4,3,4,3,1
1,1,48,1,2,1042,2,2,2,2,5,4,4,2,2,2,2,2,2,3,0
1,0,27,1,0,780,4,4,4,3,3,4,4,3,5,1,2,2,5,3,0
1,1,25,0,0,1021,2,0,3,1,5,3,5,5,4,2,1,5,2,5,0
1,1,42,1,2,3262,4,4,4,4,5,4,5,2,2,2,2,3,2,4,1
1,1,31,1,1,1189,5,3,2,3,5,5,5,5,2,1,1,3,1,5,1
1,1,8,0,0,338,3,2,3,3,2,3,2,2,4,3,3,2,2,2,0
0,1,35,1,2,1882,1,1,1,1,3,5,5,4,4,4,5,5,4,4,1
0,1,46,0,0,397,4,5,4,2,4,4,4,4,4,3,4,3,4,4,0
1,1,23,0,0,208,3,2,3,4,3,3,3,3,4,1,4,4,4,3,0
1,1,24,1,2,1559,1,1,1,1,4,5,4,4,3,2,5,5,4,4,1
0,0,30,1,2,846,4,4,4,4,4,4,4,4,3,4,5,3,4,4,1
0,1,44,1,2,160,3,3,3,3,5,1,3,4,4,5,5,2,4,1,1
1,1,62,1,2,2690,4,3,5,3,3,4,3,4,4,4,4,4,4,4,0
1,1,52,1,2,1947,4,2,2,2,1,3,3,4,4,4,4,2,4,1,0
0,0,23,1,0,829,2,2,2,4,5,2,5,5,2,1,3,4,3,5,0
1,1,45,1,2,3234,3,3,3,3,5,5,5,4,4,4,4,3,4,3,1
0,1,46,1,2,2275,1,1,1,1,2,2,3,4,4,3,1,4,4,1,0
1,1,54,1,2,1749,1,1,1,1,5,3,5,4,4,4,4,5,4,3,1
1,1,67,0,0,481,1,3,2,4,4,4,4,1,1,2,1,3,1,4,0
0,1,33,0,0,1303,1,5,1,4,2,1,2,2,4,4,4,4,4,2,0
1,1,17,1,1,368,3,5,5,5,3,4,4,3,4,1,4,4,3,3,1
0,0,39,1,0,537,4,3,4,4,4,4,4,4,4,4,4,3,1,4,0
0,1,24,1,1,1050,1,1,1,1,1,1,2,1,2,5,2,3,1,1,0
1,0,25,1,2,546,3,0,3,1,5,3,5,5,5,4,4,4,5,5,0
1,1,53,1,2,3019,3,3,3,3,1,1,3,5,5,5,5,2,5,1,1
1,1,36,1,2,710,2,4,2,2,2,5,4,5,5,5,5,4,5,5,1
0,0,27,1,2,2611,2,2,2,3,2,4,4,3,3,5,4,4,5,4,0
1,0,37,1,2,460,2,2,2,3,2,2,2,2,3,3,4,5,4,2,0
0,1,68,1,2,134,3,2,1,1,3,3,3,3,1,4,4,3,1,3,0
0,1,31,1,2,3318,2,2,2,2,3,4,4,3,5,3,5,4,4,3,1
1,1,7,0,0,469,3,3,3,4,4,3,4,4,4,2,2,3,1,4,0
0,1,51,1,2,2461,3,3,3,3,2,4,5,5,5,5,5,3,5,5,1
1,0,22,1,2,422,4,0,3,4,1,3,1,1,5,4,5,5,5,1,1
0,0,36,1,2,1205,3,3,3,3,5,3,3,5,5,3,4,3,5,5,0
1,1,43,1,2,3651,4,4,4,4,4,5,4,4,4,3,4,5,4,4,1
1,1,35,0,0,302,1,4,5,3,4,5,4,4,3,5,5,4,5,4,0
0,1,15,0,0,1096,2,1,2,3,5,2,1,5,2,3,2,2,4,5,0
0,1,42,1,2,3508,3,3,3,3,5,2,2,4,4,4,4,4,4,2,1
0,1,69,0,0,480,3,5,3,3,4,3,4,4,3,2,1,5,3,4,0
1,1,23,1,2,315,1,1,1,1,4,4,4,4,2,3,4,4,4,4,1
1,1,69,0,0,2475,3,2,3,4,3,2,2,3,2,3,4,2,1,2,0
1,1,30,1,2,1998,3,3,3,3,5,5,5,5,1,2,5,3,5,5,1
0,1,50,0,0,641,1,5,1,1,5,1,5,5,5,5,4,3,4,5,0
0,1,23,1,2,1747,1,4,4,4,1,1,1,1,3,3,3,4,2,1,0
1,1,41,0,0,134,1,0,1,4,1,1,2,1,1,1,5,5,2,1,0
0,1,59,0,0,285,5,4,5,3,1,5,1,1,4,5,1,3,2,1,1
1,1,70,0,0,646,4,1,4,3,5,2,3,3,3,4,3,2,3,3,0
0,1,10,0,0,2342,2,3,2,3,4,2,4,4,3,4,3,2,4,4,0
1,1,30,1,0,262,3,3,5,5,3,2,3,3,3,2,4,3,4,3,0
0,1,63,0,0,811,1,3,0,2,5,0,5,5,2,3,5,2,3,5,0
0,1,23,1,2,1172,4,4,4,4,4,5,4,4,3,2,5,5,4,4,1
0,1,53,0,0,1428,1,1,1,4,2,1,2,2,2,3,4,3,3,2,0
1,1,51,1,2,3447,0,5,0,2,4,4,4,5,5,5,5,5,5,3,1
0,1,46,1,2,270,4,4,4,4,3,4,5,5,5,5,5,3,5,4,1
0,1,41,0,0,1618,2,5,2,2,1,2,1,1,5,4,5,5,4,1,0
0,1,43,1,2,963,4,4,4,4,3,5,4,4,4,4,4,4,4,1,1
1,1,38,1,2,2089,4,4,4,4,4,5,4,3,3,4,3,5,3,4,1
0,1,8,0,0,628,1,5,0,1,3,0,3,3,3,3,4,5,4,3,0
1,1,18,0,0,631,2,5,1,1,3,1,3,3,4,3,1,5,3,3,0
0,1,68,1,0,351,4,2,2,2,4,4,4,4,1,1,3,2,3,4,1
0,1,65,0,2,817,3,5,3,1,5,5,4,4,4,3,4,4,4,5,0
1,1,44,0,0,323,0,1,0,4,3,4,3,5,5,0,5,4,5,3,1
1,0,38,1,0,109,4,0,4,1,5,4,5,5,2,2,2,2,1,5,0
0,1,37,1,2,1933,1,5,1,1,2,5,4,5,5,5,5,4,5,4,1
0,1,36,1,2,1005,2,1,1,1,2,3,4,2,2,2,2,4,2,1,0
1,1,38,1,2,1399,1,4,4,4,2,2,2,1,1,1,1,3,1,1,0
1,1,62,1,2,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,1
1,0,34,1,2,544,2,2,2,3,2,2,2,2,5,4,4,5,4,2,0
0,1,49,1,2,1715,1,1,1,1,2,5,5,4,4,4,4,5,4,5,1
1,1,62,0,0,566,3,4,3,4,3,4,5,2,2,3,2,4,2,4,0
0,0,30,1,2,2153,2,2,2,3,5,2,5,5,4,3,4,5,4,5,0
1,0,39,1,2,239,4,3,3,4,5,3,5,5,4,2,5,3,2,5,1
1,0,25,1,2,1069,2,4,2,5,5,2,5,5,3,2,4,4,5,5,0
0,1,28,1,2,1488,2,2,2,2,5,5,5,5,4,3,5,4,5,5,1
1,0,23,1,0,550,2,5,2,2,4,2,4,4,4,2,4,5,4,4,0
1,0,21,1,0,369,1,2,1,4,1,1,1,1,3,2,4,2,4,1,0
1,0,27,1,0,305,3,1,3,4,1,3,1,1,3,3,4,3,3,1,0
1,1,41,1,2,689,4,4,4,4,2,4,5,5,5,5,5,4,5,4,1
1,1,50,1,2,3677,4,4,2,4,2,3,1,4,4,4,4,3,4,4,1
1,1,30,0,0,888,3,4,4,3,5,4,5,5,4,5,5,3,5,5,0
0,1,22,0,0,148,2,1,2,3,1,2,1,1,1,5,3,2,3,1,0
1,1,29,1,2,3737,5,5,4,5,5,5,5,3,4,4,5,5,5,5,1
1,1,21,0,0,580,3,4,3,3,5,3,5,5,3,2,5,4,5,5,0
1,1,42,1,0,833,2,5,5,5,4,4,4,2,2,2,2,3,2,4,0
1,1,62,0,0,1024,4,5,4,4,5,4,5,5,5,4,5,5,5,3,1
1,1,9,0,0,296,3,5,3,2,3,5,5,3,2,4,4,5,5,5,0
1,1,54,0,0,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0
0,1,24,0,0,1179,2,5,2,1,5,2,5,5,5,2,4,4,5,5,0
0,1,52,0,0,842,2,5,3,3,4,3,4,4,5,5,4,4,1,4,0
1,1,27,1,2,3050,2,2,2,2,4,4,4,4,4,1,2,3,2,4,1
1,1,25,1,2,2201,1,2,2,2,1,1,1,1,2,4,4,4,3,1,0
1,1,61,1,2,2342,5,5,5,5,4,5,5,4,4,4,4,5,4,5,1
1,1,26,1,2,1121,1,1,1,1,5,5,5,5,1,3,2,5,4,5,1
1,1,45,1,1,1416,2,4,4,4,5,4,3,2,2,2,2,2,2,3,0
0,0,20,1,0,1075,4,4,4,2,2,4,2,2,2,1,2,2,1,2,0
1,0,23,1,0,226,4,0,4,2,3,4,3,3,4,3,5,4,4,3,1
1,1,62,0,0,473,3,4,3,4,3,1,1,5,5,3,5,3,5,4,0
1,0,20,1,0,1299,3,3,3,3,3,4,4,1,4,3,4,4,3,4,0
0,1,35,0,1,226,3,4,0,2,3,0,3,3,3,2,4,5,5,3,0
1,0,17,1,0,562,4,3,4,3,5,4,2,5,1,4,3,4,3,5,0
1,1,58,1,2,1804,3,3,3,3,3,4,4,2,2,2,2,3,2,5,1
1,1,22,0,0,1182,3,4,2,5,4,2,4,4,5,5,4,4,4,4,0
1,0,21,1,2,852,4,4,4,5,1,4,1,1,5,2,4,3,5,1,1
1,1,25,1,2,1107,2,1,1,1,2,2,2,2,3,5,2,3,2,2,0
0,1,52,1,2,391,4,4,5,4,4,4,3,4,4,4,4,2,4,4,0
1,1,72,1,1,67,2,5,3,5,2,3,4,3,3,2,3,4,3,3,0
1,1,50,1,2,2673,2,2,2,2,3,5,4,5,5,5,5,5,5,3,1
0,1,26,0,0,130,1,3,1,4,4,1,4,4,3,4,2,3,4,4,0
0,1,42,1,2,3490,1,1,3,1,5,4,4,2,2,2,2,4,2,5,1
1,1,61,0,0,109,1,4,1,5,4,4,5,4,4,1,4,5,4,5,0
1,1,61,0,0,2717,2,5,2,1,2,4,5,4,4,2,4,3,4,4,0
0,1,62,1,2,3005,3,4,3,3,2,5,5,4,4,4,4,4,4,4,1
0,1,34,1,2,405,2,4,4,4,2,4,3,2,2,3,2,2,2,3,0
0,1,55,1,2,192,5,1,5,5,2,4,2,5,5,5,3,4,5,3,1
0,1,52,1,2,750,2,2,2,2,2,5,4,4,4,4,4,3,4,4,1
0,1,62,0,1,148,4,5,4,3,4,4,4,4,3,3,4,3,5,4,0
1,1,52,1,2,3399,4,4,4,4,5,5,4,4,4,4,4,3,4,5,1
0,1,38,0,1,543,3,4,3,3,5,3,5,5,4,2,5,3,5,5,0
1,1,28,1,2,1691,4,4,4,4,5,5,5,5,4,3,4,3,4,5,1
1,0,28,1,2,1107,2,2,2,3,1,2,1,1,4,2,4,3,3,1,0
1,1,60,1,2,338,2,2,2,2,4,4,5,5,5,5,5,5,5,4,1
1,0,21,1,0,718,2,2,2,1,5,2,5,5,4,5,3,4,5,5,0
0,1,50,1,2,2607,4,1,1,1,3,2,3,4,4,4,4,3,4,3,0
1,1,30,0,0,967,2,5,2,4,4,2,4,4,4,2,4,3,4,4,0
1,0,25,1,0,1189,2,2,2,2,1,2,1,1,3,4,2,2,2,1,0
1,1,48,0,0,1547,1,2,1,4,3,4,4,4,4,1,3,4,4,1,0
0,1,53,0,0,639,1,4,1,2,3,1,3,3,5,3,4,5,5,3,0
1,1,44,0,0,175,4,5,0,4,2,4,4,2,2,0,2,3,2,4,0
0,1,26,0,0,1197,4,4,4,3,3,4,1,3,4,4,3,3,4,3,0
1,1,59,1,2,2653,5,5,5,5,5,5,5,1,1,2,1,4,1,3,1
0,1,32,0,0,987,3,5,3,3,5,3,5,5,5,2,5,5,5,5,0
1,0,27,1,0,752,2,2,2,4,5,2,5,5,5,1,5,5,2,5,0
1,1,40,1,2,2611,1,1,4,1,1,1,2,1,1,1,1,4,1,4,0
1,1,35,1,0,182,4,3,3,3,4,4,4,4,3,2,4,3,2,4,1
1,1,38,0,0,236,1,2,1,3,5,1,5,5,4,5,4,3,4,5,0
0,1,48,1,0,719,1,1,1,1,1,1,1,1,3,3,3,2,4,1,0
0,1,58,0,2,1045,2,4,2,1,5,5,4,3,3,2,3,4,3,5,0
0,1,47,0,0,758,3,3,3,4,4,3,4,4,4,5,4,2,1,4,0
1,1,62,1,0,190,3,4,4,4,5,4,3,3,3,3,3,2,3,2,0
1,1,62,1,0,337,4,4,4,4,3,4,3,4,4,4,4,3,4,1,0
1,1,68,0,0,558,1,5,1,4,5,4,5,2,2,1,2,5,2,3,0
0,1,48,0,0,401,0,5,0,4,3,0,2,3,5,4,4,3,5,3,1
0,0,25,1,2,328,4,4,4,2,1,4,1,1,4,5,5,5,5,1,1
0,1,12,0,1,2419,1,4,1,4,2,1,2,2,3,5,3,4,4,2,0
1,0,41,1,2,291,2,2,2,4,5,4,2,5,1,3,4,2,4,5,0
1,1,44,0,0,1927,4,5,4,3,4,4,5,2,2,4,2,5,2,3,1
0,0,26,1,2,920,5,5,5,3,5,5,5,5,4,2,5,5,5,5,1
1,1,47,1,2,3447,2,2,2,2,5,4,4,2,2,2,2,3,2,5,1
0,1,35,1,2,197,1,1,1,1,4,4,5,5,5,5,4,5,5,5,1
1,1,35,1,0,191,4,1,1,1,4,4,4,4,2,4,1,5,3,4,1
1,1,45,1,2,1013,5,5,5,5,3,5,5,2,2,2,2,4,2,5,1
1,1,13,0,0,862,2,4,2,3,2,2,2,2,3,4,4,4,4,2,0
0,1,26,0,0,1183,2,4,2,1,4,2,2,4,4,3,4,5,5,4,0
0,1,39,1,2,3706,1,1,1,1,5,3,4,4,4,4,4,2,4,4,1
0,1,59,1,2,3474,1,1,1,1,4,4,4,3,3,4,3,3,3,4,1
1,1,41,0,0,861,1,4,1,5,2,1,5,2,4,2,5,3,4,2,0
1,1,11,0,1,311,3,4,5,1,5,5,1,5,5,2,4,4,4,5,0
1,1,54,0,0,590,2,5,2,2,2,4,4,3,3,2,3,4,3,4,0
0,0,32,1,2,669,3,3,3,4,1,3,1,1,3,5,4,3,5,1,0
0,1,55,1,2,1795,1,1,1,1,4,5,4,3,3,4,3,4,3,5,1
0,1,28,0,0,305,2,4,2,1,2,2,2,2,2,4,3,2,3,2,0
0,1,51,1,2,130,5,4,5,5,5,4,4,5,5,4,4,3,5,4,1
0,1,63,0,0,516,4,4,3,3,3,3,5,3,4,4,4,3,4,3,0
1,0,26,1,2,227,3,3,3,3,3,3,4,3,2,1,3,2,3,3,0
1,1,37,1,2,106,2,2,2,2,4,4,2,5,5,5,4,3,5,2,1
1,0,38,1,1,650,3,3,3,2,3,3,3,3,1,4,1,3,5,3,0
1,1,14,0,0,834,4,5,5,4,4,5,4,4,5,4,4,3,4,4,1
1,1,63,1,2,2944,2,2,2,2,3,1,3,3,3,4,4,3,3,3,1
1,1,56,1,2,1007,4,4,4,4,3,5,5,4,4,4,4,4,4,4,1
1,1,53,1,2,3522,3,3,3,3,2,5,3,4,4,4,4,5,4,2,1
1,1,56,1,2,209,4,4,4,4,4,4,5,4,4,4,5,4,4,4,1
0,1,29,1,2,3334,3,3,3,3,3,3,3,3,3,2,3,4,4,3,0
0,1,18,0,1,1139,1,5,1,4,4,1,4,4,5,4,3,3,5,4,0
0,1,65,1,2,1564,1,1,4,1,2,5,4,4,4,4,4,5,4,3,1
0,1,12,0,0,1123,1,1,1,4,2,1,5,2,3,1,3,3,4,2,0
1,1,54,1,0,337,1,2,2,2,5,4,4,1,1,1,1,3,1,1,0
1,0,42,1,0,84,3,5,3,1,5,3,5,5,5,5,3,5,4,5,0
0,1,59,1,2,2149,5,5,5,5,3,4,4,5,5,5,5,3,5,3,1
0,1,51,0,0,432,2,1,2,2,4,2,4,4,1,2,2,3,3,4,0
0,1,48,1,2,711,2,2,2,2,5,4,5,5,5,5,5,5,5,4,1
1,1,50,1,2,550,5,5,5,5,4,5,5,5,5,4,5,5,5,4,1
1,0,25,1,0,689,4,4,4,1,3,4,3,3,1,5,5,4,2,3,1
0,1,47,1,0,604,3,5,5,5,3,3,3,3,4,4,4,4,3,3,0
0,0,30,1,2,731,3,3,3,5,5,3,5,5,4,3,5,3,5,5,0
0,1,42,1,2,602,3,2,3,3,4,4,5,4,4,4,4,3,4,4,1
0,1,49,1,2,483,1,2,2,2,5,3,3,1,1,1,1,3,1,1,0
1,1,66,0,0,2556,1,1,1,4,1,4,3,1,1,1,1,2,1,2,0
1,1,51,1,2,770,1,1,1,1,2,5,5,2,2,3,2,3,2,4,1
1,1,57,1,0,199,4,3,3,3,4,5,4,4,4,4,4,3,4,1,1
1,1,67,0,0,950,2,1,2,4,1,2,4,3,3,2,3,3,3,3,0
1,1,49,1,2,1503,4,4,4,4,4,5,5,5,5,5,5,3,5,3,1
0,1,22,1,2,2510,3,1,2,1,3,3,3,3,2,3,3,3,3,3,0
0,1,40,1,2,2330,2,2,5,2,2,4,4,4,4,4,4,4,4,3,1
0,0,37,1,2,280,3,3,3,3,5,3,5,5,3,2,4,5,5,5,0
0,1,25,1,2,1481,4,4,4,4,5,5,5,5,5,3,4,4,4,5,1
0,1,49,1,2,2698,3,3,3,3,2,5,5,4,4,4,4,3,4,5,1
0,1,47,1,2,3359,1,1,1,1,4,4,4,5,5,5,5,4,5,4,1
0,1,54,1,2,544,2,2,2,2,5,5,5,4,4,4,4,4,4,5,1
0,1,59,1,2,2358,5,5,5,5,2,4,5,4,4,4,4,4,4,5,1
0,1,54,0,0,447,1,5,1,2,2,1,2,2,5,2,5,3,4,2,0
0,1,17,0,0,1680,1,5,1,3,3,1,3,3,1,5,2,2,4,3,0
0,1,47,1,2,3610,1,3,1,1,5,5,4,5,5,5,5,4,5,4,1
1,1,48,1,0,248,4,2,2,2,5,1,2,4,4,4,4,4,4,4,0
0,0,30,1,2,369,4,4,4,3,1,4,1,1,3,2,5,3,4,1,0
0,1,60,1,0,368,5,1,3,1,4,5,4,4,5,1,5,3,1,4,1
1,1,30,1,2,1900,1,1,1,1,4,4,4,4,5,5,4,4,4,4,1
1,1,25,1,2,1379,3,3,3,3,4,4,4,4,4,5,5,3,4,4,1
1,1,12,0,0,144,1,5,0,2,1,0,1,1,3,2,5,4,4,1,0
0,1,41,1,0,2569,4,2,2,2,4,4,4,4,5,1,5,3,3,4,1
0,1,43,1,2,197,1,4,4,4,1,4,4,4,4,4,1,3,4,1,0
1,1,69,1,2,2191,3,2,2,2,1,4,3,3,3,2,3,2,3,3,0
1,1,22,1,1,456,0,4,4,4,0,1,2,0,4,1,3,2,3,0,0
1,1,43,1,0,864,5,2,2,2,3,3,5,5,5,5,5,5,5,1,1
1,1,42,1,2,258,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1
1,1,10,0,0,308,1,4,5,1,5,5,5,5,4,2,5,3,5,5,0
0,1,36,1,2,89,4,4,4,4,3,5,4,5,5,5,3,5,5,2,1
1,1,23,1,2,3737,3,1,1,1,3,3,3,3,3,4,3,3,3,3,0
0,1,34,1,0,2717,4,4,4,4,4,4,4,3,2,4,4,4,4,4,1
0,1,32,1,2,516,4,4,5,4,4,5,4,4,4,3,5,5,4,4,1
1,1,38,1,2,1522,4,1,1,1,3,3,4,4,4,4,4,3,4,3,0
0,1,69,0,0,783,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0
1,1,24,0,0,1121,2,4,2,2,2,2,2,2,3,3,4,3,4,2,0
1,0,46,1,0,370,1,5,1,4,3,1,3,3,4,4,5,3,5,3,0
1,1,36,1,2,125,0,4,0,4,4,4,5,4,4,4,4,3,4,3,1
0,1,24,1,2,272,1,1,1,1,5,5,5,5,4,5,3,2,2,5,1
0,1,43,1,2,67,2,2,4,2,5,4,3,4,4,4,5,3,4,1,1
1,1,49,1,2,488,2,2,5,2,3,1,5,5,5,5,5,3,5,4,1
1,1,45,1,2,539,2,2,2,2,3,3,3,3,3,3,3,2,3,5,1
0,1,62,0,0,539,2,5,2,2,3,2,3,3,5,2,5,3,5,3,0
1,1,66,1,2,2856,1,3,4,4,2,4,4,1,1,1,1,2,1,2,0
